data
0.592711
0.827920
1.594850
0.689482
0.692399
0.869847
0.834014
0.587971
0.560627
0.587399
0.557711
0.543336
0.560367
0.585263
0.658648
0.556461
0.553440
0.421981
0.344949
0.594013
0.373491
0.427606
0.717087
0.391616
0.418075
0.592034
0.371251
0.726670
0.731930
0.349220
0.633388
0.377033
0.471096
0.421043
0.410523
0.370314
0.446408
0.349429
0.342032
0.400887
0.422033
0.473804
0.403387
0.399428
0.412138
0.477033
0.419689
0.406565
0.368960
0.404690
0.527867
0.491982
0.425731
0.404533
0.381304
0.359793
0.442138
0.515939
0.396460
0.478752
0.656670
0.406512
0.378023
0.356043
0.365158
0.375783
0.366303
0.361876
0.372189
0.403647
0.397242
0.348231
0.400835
0.359376
0.339950
0.371617
0.395262
0.387346
0.341044
0.418439
0.343491
0.385835
0.342554
0.384169
0.398492
0.381200
0.401408
0.490575
0.388752
0.322866
0.417189
0.410522
0.394064
0.389897
0.397137
0.410367
0.399481
0.384325
0.420679
0.409481
0.399949
0.380210
0.396668
0.408179
0.383803
0.381773
0.415471
0.375210
0.393855
0.354950
0.345834
0.397970
0.336668
0.433439
0.383856
0.366251
0.495783
0.429846
0.396980
0.365315
0.385054
0.404117
0.386043
0.368960
0.400730
0.404220
0.350939
0.403179
0.352761
0.447762
0.335418
0.395627
0.388179
0.427970
0.335366
0.386564
0.557242
0.506252
0.397658
0.350106
0.389845
0.367294
0.364377
0.335575
0.403960
0.371721
0.394169
0.404012
0.348387
0.443856
0.461669
0.460835
0.379897
0.391825
0.400835
0.397554
0.396929
0.374793
0.433595
0.379533
0.364168
0.374846
0.373127
0.376616
0.375262
0.372918
0.361720
0.400210
0.382866
0.476408
0.376043
0.394429
0.401460
0.401825
0.491773
0.376668
0.424637
0.396616
0.363022
0.393595
0.478440
0.407762
0.370678
0.372710
0.342762
0.532398
0.391252
0.401772
0.364012
0.398387
0.344220
0.327346
0.413231
0.360939
0.377709
0.377918
0.362085
0.458699
0.386148
0.384481
0.355939
0.522658
0.370157
0.413544
0.400314
0.421512
0.367085
0.366408
0.371772
0.353751
0.410731
0.401825
0.423284
0.479533
0.400939
