data
1.986377
0.430862
0.568011
0.495013
0.939869
0.393094
0.454864
0.374753
0.466500
0.353199
0.374515
0.555925
0.370221
0.366825
0.430213
0.342029
0.488302
0.368639
0.464863
0.463926
0.417921
0.437559
0.396722
0.358901
0.542727
0.385712
0.646259
0.578986
0.502878
0.550775
0.583089
0.392824
0.594117
0.372358
0.538248
0.385992
0.419180
0.592178
0.524024
0.297429
0.380450
0.293838
0.515701
0.446744
0.534562
0.597223
0.443861
0.406023
0.434904
0.388641
0.542384
0.453974
0.458854
0.489682
0.216429
0.184258
0.101636
0.097203
0.092521
0.502016
0.267016
0.308620
0.458385
0.648657
0.463950
0.506000
0.450053
0.518582
0.330727
0.365137
0.420113
0.542736
0.485221
0.539997
0.564578
0.462023
0.279838
0.379404
0.185277
0.577114
0.576643
0.535561
0.546115
0.527699
0.849970
0.699587
0.418939
0.414495
0.605763
0.599894
0.782410
0.438103
0.380947
0.411771
0.445238
0.332818
0.419781
0.650365
0.410677
0.381144
0.408019
0.407290
0.434988
0.364462
0.356925
0.392161
0.396303
0.349676
0.436459
0.367788
0.398488
0.381996
0.313459
0.374851
0.587176
0.457080
0.440975
0.452409
0.320375
0.414001
0.459084
0.368711
0.409944
0.346342
0.420990
0.462532
0.561428
0.402022
0.421033
0.552639
0.498710
0.367948
0.466651
0.482958
0.368631
0.454778
0.331267
0.330161
0.358418
0.338318
0.429582
0.365138
0.634689
0.445711
0.457080
0.418240
0.428665
0.407841
0.375221
0.483458
0.449719
0.475424
0.423381
0.439167
0.377782
0.465969
0.554410
0.518396
0.402397
0.416482
0.481314
0.553682
0.456461
0.443338
1.045992
0.544719
0.552807
0.382118
0.516457
0.320447
0.727780
0.681639
0.758676
1.138297
0.412824
0.478105
0.622451
0.717846
0.490170
0.654853
0.503013
0.450148
0.831166
0.400332
0.423342
0.474527
0.567182
0.448862
0.448294
0.455096
0.349989
0.390909
0.378464
0.383953
0.335453
0.366504
0.561720
0.456344
0.310621
0.409402
0.643461
0.499917
0.643454
0.357796
0.808330
0.334230
0.423136
0.490632
0.482855
0.383779
0.453301
0.805343
0.343813
0.353893
0.365859
0.532592
0.438750
0.410051
0.416443
0.728231
0.925998
0.347306
0.569422
0.874164
0.352374
0.420591
0.618256
0.925064
0.356767
0.389404
0.411354
0.710550
0.473842
0.402465
0.334763
0.415202
0.358861
0.911158
0.489230
0.304775
0.878950
0.670440
0.387205
0.635038
0.368860
0.400223
0.352436
0.599622
0.552884
