2019,08,28,nome
2019,08,28,5.000000
2019,08,28,0.503853
2019,08,28,0.180720
2019,08,28,0.205460
2019,08,28,10.873672
2019,08,28,0.299418
2019,08,28,0.266368
2019,08,28,0.450183
2019,08,28,0.306976
2019,08,28,0.297757
2019,08,28,0.161995
2019,08,28,0.168807
2019,08,28,0.117270
2019,08,28,0.318821
2019,08,28,0.201711
2019,08,28,0.188267
2019,08,28,0.229631
2019,08,28,0.331805
2019,08,28,0.124340
2019,08,28,0.254159
2019,08,28,0.357333
2019,08,28,0.456167
2019,08,28,0.442839
2019,08,28,0.104516
2019,08,28,0.244900
2019,08,28,0.131679
2019,08,28,0.314800
2019,08,28,0.091147
2019,08,28,0.269393
2019,08,28,0.395164
2019,08,28,0.303793
2019,08,28,0.306393
2019,08,28,0.469228
2019,08,28,0.309249
2019,08,28,0.329133
2019,08,28,0.231104
2019,08,28,0.223293
2019,08,28,0.128630
2019,08,28,0.105458
2019,08,28,0.256915
2019,08,28,0.186036
2019,08,28,0.291789
2019,08,28,0.169036
2019,08,28,0.288472
2019,08,28,0.209300
2019,08,28,0.355067
2019,08,28,0.396874
2019,08,28,0.129030
2019,08,28,0.134459
2019,08,28,0.332373
2019,08,28,0.243971
2019,08,28,0.538348
2019,08,28,0.281896
2019,08,28,0.286779
2019,08,28,0.363595
2019,08,28,0.384104
2019,08,28,0.333794
2019,08,28,3.654919
2019,08,28,0.288664
2019,08,28,0.243289
2019,08,28,2.979793
2019,08,28,0.230231
2019,08,28,0.557141
2019,08,28,0.297989
2019,08,28,0.187251
2019,08,28,0.412038
2019,08,28,0.270072
2019,08,28,0.325180
2019,08,28,0.222407
2019,08,28,0.271706
2019,08,28,0.353783
2019,08,28,0.367847
2019,08,28,0.103047
2019,08,28,0.250085
2019,08,28,0.377349
2019,08,28,0.298314
2019,08,28,0.261261
2019,08,28,0.447760
2019,08,28,0.257437
2019,08,28,0.414608
2019,08,28,0.171301
2019,08,28,0.330134
2019,08,28,0.165317
2019,08,28,0.193738
2019,08,28,0.377082
2019,08,28,0.120286
2019,08,28,0.149939
2019,08,28,0.218247
2019,08,28,0.150186
2019,08,28,0.175100
2019,08,28,0.378417
2019,08,28,0.132112
2019,08,28,0.191592
2019,08,28,0.369687
2019,08,28,0.161037
2019,08,28,0.142222
2019,08,28,0.238940
2019,08,28,0.225714
