Y,M,D,data
2019,08,28,nome
2019,08,28,1.000000
2019,08,28,0.269042
2019,08,28,0.191141
2019,08,28,0.215585
2019,08,28,0.219260
2019,08,28,0.949360
2019,08,28,0.259503
2019,08,28,0.327137
2019,08,28,0.257772
2019,08,28,0.414231
2019,08,28,0.246324
2019,08,28,0.275690
2019,08,28,0.378026
2019,08,28,0.328282
2019,08,28,0.295611
2019,08,28,0.231880
2019,08,28,0.302725
2019,08,28,0.247031
2019,08,28,0.241245
2019,08,28,0.241448
2019,08,28,0.247225
2019,08,28,0.215917
2019,08,28,0.261185
2019,08,28,0.312746
2019,08,28,0.287699
2019,08,28,0.292096
2019,08,28,0.593071
2019,08,28,0.785829
2019,08,28,0.288410
2019,08,28,1.524899
2019,08,28,0.402781
2019,08,28,0.246789
2019,08,28,0.192458
2019,08,28,0.348924
2019,08,28,0.175651
2019,08,28,0.192618
2019,08,28,0.217706
2019,08,28,0.229507
2019,08,28,0.198406
2019,08,28,0.292340
2019,08,28,0.157434
2019,08,28,0.231470
2019,08,28,0.214315
2019,08,28,0.193519
2019,08,28,0.195370
2019,08,28,0.192298
2019,08,28,0.191981
2019,08,28,0.194137
2019,08,28,0.196308
2019,08,28,0.240146
2019,08,28,0.249263
2019,08,28,0.197642
2019,08,28,0.372079
2019,08,28,0.304717
2019,08,28,0.342457
2019,08,28,0.321168
2019,08,28,0.276713
2019,08,28,0.313736
2019,08,28,0.741334
2019,08,28,0.334419
2019,08,28,0.265241
2019,08,28,0.243223
2019,08,28,0.252551
2019,08,28,0.286637
2019,08,28,0.359324
2019,08,28,0.286494
2019,08,28,0.307533
2019,08,28,0.272509
2019,08,28,0.253684
2019,08,28,0.181049
2019,08,28,0.169910
2019,08,28,0.209182
2019,08,28,0.246525
2019,08,28,0.224218
2019,08,28,0.281573
2019,08,28,0.276045
2019,08,28,0.339431
2019,08,28,0.401143
2019,08,28,1.821981
2019,08,28,0.172070
2019,08,28,0.286479
2019,08,28,0.290671
2019,08,28,0.503071
2019,08,28,0.561782
2019,08,28,0.181555
2019,08,28,0.125951
2019,08,28,0.226153
2019,08,28,0.304893
2019,08,28,0.184984
2019,08,28,0.176232
2019,08,28,0.181732
2019,08,28,0.198728
2019,08,28,0.202483
2019,08,28,0.228684
2019,08,28,0.166734
2019,08,28,0.116629
2019,08,28,0.192817
2019,08,28,0.217429
2019,08,28,0.241544
2019,08,28,0.286268
2019,08,28,0.173280
2019,08,28,0.171052
2019,08,28,0.575744
2019,08,28,0.191211
2019,08,28,0.202155
2019,08,28,0.267636
2019,08,28,0.121399
2019,08,28,0.183099
2019,08,28,0.224452
2019,08,28,0.185244
2019,08,28,0.224137
2019,08,28,0.145696
2019,08,28,0.166054
2019,08,28,0.164434
2019,08,28,0.120526
2019,08,28,0.298841
2019,08,28,0.149198
2019,08,28,0.120787
2019,08,28,0.170761
2019,08,28,0.122166
2019,08,28,0.147083
2019,08,28,0.122844
2019,08,28,0.147475
2019,08,28,0.214624
2019,08,28,0.179912
2019,08,28,0.173862
2019,08,28,0.155565
2019,08,28,0.269292
2019,08,28,0.224593
2019,08,28,0.237560
2019,08,28,0.140590
2019,08,28,0.131848
2019,08,28,0.135083
2019,08,28,0.124059
2019,08,28,0.130765
2019,08,28,0.124810
2019,08,28,0.131486
2019,08,28,0.129537
2019,08,28,0.120655
2019,08,28,0.129861
2019,08,28,0.134148
2019,08,28,0.121775
2019,08,28,0.116580
2019,08,28,0.128395
2019,08,28,0.188754
2019,08,28,0.137183
2019,08,28,0.113943
2019,08,28,0.140019
2019,08,28,0.250660
2019,08,28,0.288954
2019,08,28,0.124222
2019,08,28,0.137624
2019,08,28,0.121574
2019,08,28,0.117153
2019,08,28,0.193606
2019,08,28,0.137039
2019,08,28,0.131202
2019,08,28,0.126090
2019,08,28,0.128986
2019,08,28,0.128903
2019,08,28,0.119800
2019,08,28,0.127915
2019,08,28,0.127628
2019,08,28,0.118583
2019,08,28,0.132150
2019,08,28,0.717501
2019,08,28,0.124667
2019,08,28,0.114029
2019,08,28,0.111873
2019,08,28,0.124751
2019,08,28,0.130509
2019,08,28,0.124063
2019,08,28,0.129603
2019,08,28,0.127408
2019,08,28,0.116090
2019,08,28,0.125466
2019,08,28,0.120002
2019,08,28,0.131178
2019,08,28,0.132179
2019,08,28,0.230729
2019,08,28,0.433809
2019,08,28,0.137516
2019,08,28,0.129836
2019,08,28,0.129662
2019,08,28,0.119441
2019,08,28,0.127136
2019,08,28,0.118416
2019,08,28,0.134796
2019,08,28,0.119483
2019,08,28,0.131915
2019,08,28,0.141080
2019,08,28,0.127924
2019,08,28,0.396753
2019,08,28,0.240653
2019,08,28,0.177875
2019,08,28,0.162608
2019,08,28,0.136845
2019,08,28,0.147247
2019,08,28,0.128645
2019,08,28,0.130969
2019,08,28,0.139428
2019,08,28,0.120620
2019,08,28,0.139211
2019,08,28,0.139500
2019,08,28,0.227301
2019,08,28,0.146709
2019,08,28,0.135430
2019,08,28,0.130880
2019,08,28,0.143396
2019,08,28,0.118861
2019,08,28,0.123064
2019,08,28,0.128601
2019,08,28,0.210032
2019,08,28,0.136218
2019,08,28,0.168965
2019,08,28,0.118401
2019,08,28,0.123502
2019,08,28,0.116080
2019,08,28,0.109819
2019,08,28,0.115978
2019,08,28,0.113154
2019,08,28,0.111337
2019,08,28,0.107919
2019,08,28,0.105939
2019,08,28,0.111573
2019,08,28,0.109763
2019,08,28,0.106195
2019,08,28,0.110671
2019,08,28,0.108708
2019,08,28,0.115042
2019,08,28,0.107699
2019,08,28,0.106956
2019,08,28,0.104984
2019,08,28,0.110483
2019,08,28,0.109019
2019,08,28,0.263568
2019,08,28,0.865969
2019,08,28,0.171267
2019,08,28,0.120155
2019,08,28,0.223149
2019,08,28,0.234162
2019,08,28,0.121585
2019,08,28,0.111163
2019,08,28,0.103346
2019,08,28,0.103625
2019,08,28,0.463632
2019,08,28,0.246722
2019,08,28,0.551315
2019,08,28,0.199161
2019,08,28,0.904660
2019,08,28,0.198330
2019,08,28,0.164130
2019,08,28,0.113058
2019,08,28,0.118483
2019,08,28,0.161342
2019,08,28,0.472591
2019,08,28,0.159668
2019,08,28,0.173885
2019,08,28,0.117487
2019,08,28,0.106031
2019,08,28,0.102559
2019,08,28,0.100384
2019,08,28,0.153869
2019,08,28,0.322468
2019,08,28,0.202721
2019,08,28,0.252623
2019,08,28,0.157941
2019,08,28,0.323435
2019,08,28,0.794106
2019,08,28,0.234827
2019,08,28,0.126592
2019,08,28,0.177640
2019,08,28,0.172515
2019,08,28,0.169690
2019,08,28,0.744780
2019,08,28,0.282685
2019,08,28,0.222222
2019,08,28,0.132218
2019,08,28,0.113762
2019,08,28,0.124301
2019,08,28,0.115637
2019,08,28,0.125745
2019,08,28,0.112333
2019,08,28,0.123353
2019,08,28,0.128166
2019,08,28,0.131663
2019,08,28,0.217671
2019,08,28,0.144211
2019,08,28,0.137404
2019,08,28,0.116634
2019,08,28,0.130047
2019,08,28,0.102310
2019,08,28,0.101803
2019,08,28,0.123836
2019,08,28,0.108474
2019,08,28,0.106030
2019,08,28,0.122285
2019,08,28,0.110695
2019,08,28,0.127669
2019,08,28,0.116095
2019,08,28,0.121400
2019,08,28,0.124737
2019,08,28,0.110676
2019,08,28,0.126743
2019,08,28,0.116134
2019,08,28,0.120596
2019,08,28,0.123190
2019,08,28,0.115581
2019,08,28,0.119822
2019,08,28,0.124631
2019,08,28,0.199974
2019,08,28,0.136850
2019,08,28,0.143075
2019,08,28,0.125952
2019,08,28,0.176081
2019,08,28,0.173588
2019,08,28,0.213429
2019,08,28,0.201804
2019,08,28,0.375180
2019,08,28,0.130145
2019,08,28,0.149815
2019,08,28,0.126057
2019,08,28,0.145672
2019,08,28,0.143467
2019,08,28,0.163727
2019,08,28,0.238177
2019,08,28,0.155006
2019,08,28,0.138249
2019,08,28,0.122896
2019,08,28,0.166412
2019,08,28,0.123025
2019,08,28,0.168246
2019,08,28,0.196290
2019,08,28,0.175017
2019,08,28,0.150308
2019,08,28,0.142163
2019,08,28,0.124915
2019,08,28,0.138833
2019,08,28,0.129267
2019,08,28,0.139093
2019,08,28,0.127734
2019,08,28,0.224843
2019,08,28,0.139616
2019,08,28,0.141592
2019,08,28,0.136228
2019,08,28,0.123187
2019,08,28,0.132327
2019,08,28,0.125471
2019,08,28,0.122778
2019,08,28,0.127820
2019,08,28,0.135549
2019,08,28,0.125524
2019,08,28,0.125922
2019,08,28,0.142273
2019,08,28,0.127139
2019,08,28,0.138125
2019,08,28,0.208431
2019,08,28,0.139982
2019,08,28,0.200257
2019,08,28,0.141885
2019,08,28,0.136194
2019,08,28,0.146341
2019,08,28,0.186032
2019,08,28,0.161730
2019,08,28,0.157875
