Y,M,D,data
2019,08,28,0.091526
2019,08,28,0.040047
2019,08,28,0.037210
2019,08,28,0.025413
2019,08,28,0.050556
2019,08,28,0.053638
2019,08,28,0.050463
2019,08,28,0.069450
2019,08,28,0.040826
2019,08,28,0.042096
2019,08,28,0.042315
2019,08,28,0.049832
2019,08,28,0.049611
2019,08,28,0.034197
2019,08,28,0.044052
2019,08,28,0.062923
2019,08,28,0.033756
2019,08,28,0.058052
2019,08,28,0.053966
2019,08,28,0.042276
2019,08,28,0.041570
2019,08,28,0.049352
2019,08,28,0.033966
2019,08,28,0.049535
2019,08,28,0.034106
2019,08,28,0.049298
2019,08,28,0.025858
2019,08,28,0.051912
2019,08,28,0.049803
2019,08,28,0.032738
2019,08,28,0.081297
2019,08,28,0.034483
2019,08,28,0.148943
2019,08,28,0.083607
2019,08,28,0.034200
2019,08,28,0.043900
2019,08,28,0.026406
2019,08,28,0.017832
2019,08,28,0.050594
2019,08,28,0.033371
2019,08,28,0.042755
2019,08,28,0.034704
2019,08,28,0.033978
2019,08,28,0.042680
2019,08,28,0.042557
2019,08,28,0.042159
2019,08,28,0.034327
2019,08,28,0.025573
2019,08,28,0.049625
2019,08,28,0.035549
2019,08,28,0.034233
2019,08,28,0.033780
2019,08,28,0.042651
2019,08,28,0.042319
2019,08,28,0.051474
2019,08,28,0.045950
2019,08,28,0.051094
2019,08,28,0.027511
2019,08,28,0.079812
2019,08,28,0.061129
2019,08,28,0.095897
2019,08,28,0.024512
2019,08,28,0.028094
2019,08,28,0.037452
2019,08,28,0.067434
2019,08,28,0.068909
2019,08,28,0.052206
2019,08,28,0.077915
2019,08,28,0.040555
2019,08,28,0.053723
2019,08,28,0.077961
2019,08,28,0.041956
2019,08,28,0.064457
2019,08,28,0.084348
2019,08,28,0.080051
2019,08,28,0.074284
2019,08,28,0.082283
2019,08,28,0.068820
2019,08,28,0.074872
2019,08,28,0.078209
2019,08,28,0.099233
2019,08,28,0.079333
2019,08,28,0.079475
2019,08,28,0.108578
2019,08,28,0.076991
2019,08,28,0.071964
2019,08,28,0.070826
2019,08,28,0.072437
2019,08,28,0.062092
2019,08,28,0.073321
2019,08,28,0.068986
2019,08,28,0.068785
2019,08,28,0.064044
2019,08,28,0.078986
2019,08,28,0.075041
2019,08,28,0.064836
2019,08,28,0.059310
2019,08,28,0.033747
2019,08,28,0.037386
2019,08,28,0.032209
2019,08,28,0.071329
2019,08,28,0.084796
2019,08,28,0.069001
2019,08,28,0.064361
2019,08,28,0.054532
2019,08,28,0.063643
2019,08,28,0.061436
2019,08,28,0.061644
2019,08,28,0.059481
2019,08,28,0.115247
2019,08,28,0.050236
2019,08,28,0.089269
2019,08,28,0.055149
2019,08,28,0.048163
2019,08,28,0.025065
2019,08,28,0.051274
2019,08,28,0.079789
2019,08,28,0.079780
2019,08,28,0.035788
2019,08,28,0.054371
2019,08,28,0.049149
2019,08,28,0.084093
2019,08,28,0.050763
2019,08,28,0.070378
2019,08,28,0.064056
2019,08,28,0.029348
2019,08,28,0.075327
2019,08,28,0.085269
2019,08,28,0.084327
2019,08,28,0.031865
2019,08,28,0.082594
2019,08,28,0.067947
2019,08,28,0.067470
2019,08,28,0.072483
2019,08,28,0.072971
2019,08,28,0.066993
2019,08,28,0.045699
2019,08,28,0.032905
2019,08,28,0.069502
2019,08,28,0.073623
2019,08,28,0.072048
2019,08,28,0.064714
2019,08,28,0.039080
2019,08,28,0.085471
2019,08,28,0.080787
2019,08,28,0.100092
2019,08,28,0.076887
2019,08,28,0.060044
2019,08,28,0.074486
2019,08,28,0.062457
2019,08,28,0.033395
2019,08,28,0.037035
2019,08,28,0.541602
2019,08,28,0.039709
2019,08,28,0.033035
2019,08,28,0.025879
2019,08,28,0.027908
2019,08,28,0.038042
2019,08,28,0.035750
2019,08,28,0.049601
2019,08,28,0.089268
2019,08,28,0.043644
2019,08,28,0.044357
2019,08,28,0.026718
2019,08,28,0.035552
2019,08,28,0.052191
2019,08,28,0.045810
2019,08,28,0.043756
2019,08,28,0.047971
2019,08,28,0.038417
2019,08,28,0.026353
2019,08,28,0.027087
2019,08,28,0.034759
2019,08,28,0.027035
2019,08,28,0.027788
2019,08,28,0.037735
2019,08,28,0.052326
2019,08,28,0.037685
2019,08,28,0.064327
2019,08,28,0.035877
2019,08,28,0.035436
2019,08,28,0.095601
2019,08,28,0.082900
2019,08,28,0.039165
2019,08,28,0.035805
2019,08,28,0.083290
2019,08,28,0.077952
2019,08,28,0.038724
2019,08,28,0.081429
2019,08,28,0.048288
2019,08,28,0.080607
2019,08,28,0.047284
2019,08,28,0.080685
2019,08,28,0.079902
2019,08,28,0.064293
2019,08,28,0.095073
2019,08,28,0.049414
2019,08,28,0.089220
2019,08,28,0.066899
2019,08,28,0.035503
2019,08,28,0.088335
2019,08,28,0.066423
2019,08,28,0.070005
2019,08,28,0.068550
2019,08,28,0.073059
2019,08,28,0.073467
2019,08,28,0.075153
2019,08,28,0.062101
2019,08,28,0.106523
2019,08,28,0.083330
2019,08,28,0.079988
2019,08,28,0.065920
2019,08,28,0.066472
2019,08,28,0.069252
2019,08,28,0.075195
2019,08,28,0.061119
2019,08,28,0.071959
2019,08,28,0.073317
2019,08,28,0.073711
2019,08,28,0.067306
2019,08,28,0.069486
2019,08,28,0.076993
2019,08,28,0.061616
2019,08,28,0.072823
2019,08,28,0.071343
2019,08,28,0.070433
2019,08,28,0.075351
2019,08,28,0.071483
2019,08,28,0.068004
2019,08,28,0.072039
2019,08,28,0.067452
2019,08,28,0.073346
2019,08,28,0.059734
2019,08,28,0.061652
2019,08,28,0.072781
2019,08,28,0.072936
2019,08,28,0.072319
2019,08,28,0.069626
2019,08,28,0.072826
2019,08,28,0.071748
2019,08,28,0.080594
2019,08,28,0.064451
2019,08,28,0.077942
2019,08,28,0.077535
2019,08,28,0.054698
2019,08,28,0.079609
2019,08,28,0.070937
2019,08,28,0.075303
2019,08,28,0.061465
2019,08,28,0.089222
2019,08,28,0.068584
2019,08,28,0.106080
2019,08,28,0.128363
2019,08,28,0.084850
2019,08,28,0.061715
2019,08,28,0.070829
2019,08,28,0.071061
2019,08,28,0.071791
2019,08,28,0.067900
2019,08,28,0.074468
2019,08,28,0.074489
2019,08,28,0.069810
2019,08,28,0.108574
2019,08,28,0.078154
2019,08,28,0.058292
2019,08,28,0.075434
2019,08,28,0.083010
2019,08,28,0.074440
2019,08,28,0.061938
2019,08,28,0.055439
2019,08,28,0.139447
2019,08,28,0.057017
2019,08,28,0.078150
2019,08,28,0.017819
2019,08,28,0.084553
2019,08,28,0.028368
2019,08,28,0.033746
2019,08,28,0.064415
2019,08,28,0.052604
2019,08,28,0.077862
2019,08,28,0.075736
2019,08,28,0.060956
2019,08,28,0.035240
2019,08,28,0.029752
2019,08,28,0.037745
2019,08,28,0.031311
2019,08,28,0.056401
2019,08,28,0.036142
2019,08,28,0.024961
2019,08,28,0.087039
2019,08,28,0.070186
2019,08,28,0.070138
2019,08,28,0.045991
2019,08,28,0.081817
2019,08,28,0.030712
2019,08,28,0.113582
2019,08,28,0.082417
2019,08,28,0.082592
2019,08,28,0.091119
2019,08,28,0.086664
2019,08,28,0.068996
2019,08,28,0.077120
2019,08,28,0.062824
2019,08,28,0.060859
2019,08,28,0.029293
2019,08,28,0.050150
2019,08,28,0.069693
2019,08,28,0.069608
2019,08,28,3.264889
2019,08,28,0.895069
2019,08,28,1.028167
2019,08,28,0.120574
2019,08,28,0.069835
2019,08,28,0.089726
2019,08,28,0.089103
2019,08,28,0.061579
2019,08,28,0.076176
2019,08,28,0.069203
2019,08,28,0.100027
2019,08,28,2.444419
2019,08,28,0.053239
2019,08,28,0.161002
2019,08,28,0.096324
2019,08,28,0.044124
2019,08,28,0.158090
2019,08,28,0.031094
2019,08,28,0.299331
2019,08,28,0.037492
2019,08,28,0.683088
2019,08,28,0.040318
2019,08,28,0.044944
2019,08,28,0.048461
2019,08,28,0.090690
2019,08,28,0.083386
2019,08,28,0.105722
2019,08,28,0.036891
2019,08,28,0.059147
2019,08,28,0.067256
2019,08,28,0.037194
2019,08,28,0.036110
2019,08,28,0.035261
2019,08,28,0.061804
2019,08,28,0.054241
2019,08,28,0.030218
2019,08,28,0.037273
2019,08,28,0.054437
2019,08,28,0.021383
2019,08,28,0.130589
2019,08,28,0.076171
2019,08,28,0.074757
2019,08,28,0.062430
2019,08,28,0.044616
2019,08,28,0.070582
2019,08,28,0.094446
2019,08,28,0.055798
2019,08,28,0.038914
2019,08,28,0.057491
2019,08,28,0.032785
2019,08,28,0.068329
2019,08,28,0.026762
2019,08,28,0.040321
2019,08,28,0.025748
2019,08,28,0.091045
2019,08,28,0.111198
2019,08,28,0.045649
2019,08,28,0.040645
2019,08,28,0.042818
2019,08,28,0.036594
2019,08,28,0.075767
2019,08,28,0.069423
2019,08,28,0.083819
2019,08,28,0.036782
2019,08,28,0.038363
2019,08,28,0.025741
2019,08,28,0.034616
2019,08,28,0.070950
2019,08,28,0.036754
2019,08,28,0.054782
2019,08,28,0.068507
2019,08,28,0.059240
2019,08,28,0.052206
2019,08,28,0.027183
2019,08,28,0.038071
2019,08,28,0.065635
2019,08,28,0.063725
2019,08,28,0.037193
2019,08,28,0.021923
2019,08,28,0.047534
2019,08,28,0.084529
2019,08,28,0.053022
2019,08,28,0.034229
2019,08,28,0.021774
2019,08,28,0.036667
2019,08,28,0.033782
2019,08,28,0.072338
2019,08,28,0.057201
2019,08,28,0.120498
2019,08,28,0.116795
2019,08,28,0.039726
2019,08,28,0.022114
2019,08,28,0.042843
2019,08,28,0.050038
2019,08,28,0.054495
2019,08,28,0.026018
2019,08,28,0.031435
2019,08,28,0.028430
2019,08,28,0.039822
2019,08,28,0.042277
2019,08,28,0.040240
2019,08,28,0.064113
2019,08,28,0.040106
2019,08,28,0.055807
2019,08,28,0.127930
2019,08,28,0.076742
2019,08,28,0.045658
2019,08,28,0.030477
2019,08,28,0.031226
2019,08,28,0.028966
2019,08,28,0.035302
2019,08,28,0.031413
2019,08,28,0.030356
2019,08,28,0.030936
2019,08,28,0.042347
2019,08,28,0.048681
2019,08,28,0.041517
2019,08,28,0.039902
2019,08,28,0.036209
2019,08,28,0.028827
2019,08,28,0.144719
2019,08,28,0.042933
2019,08,28,0.232397
2019,08,28,0.070088
2019,08,28,0.094597
2019,08,28,0.080331
2019,08,28,0.088921
2019,08,28,0.074198
2019,08,28,0.323678
2019,08,28,0.062977
2019,08,28,0.028744
2019,08,28,0.034831
2019,08,28,0.029075
2019,08,28,0.056916
2019,08,28,0.059380
2019,08,28,0.039239
2019,08,28,0.044696
2019,08,28,0.034685
2019,08,28,0.059634
2019,08,28,0.035791
2019,08,28,0.036214
2019,08,28,0.051126
2019,08,28,0.062461
2019,08,28,0.064305
2019,08,28,0.031834
2019,08,28,0.067574
2019,08,28,0.063440
2019,08,28,0.026451
2019,08,28,0.027403
2019,08,28,0.058192
2019,08,28,0.042324
2019,08,28,0.047806
2019,08,28,0.050105
2019,08,28,0.039186
2019,08,28,0.037387
2019,08,28,0.066955
2019,08,28,0.053858
2019,08,28,0.045259
2019,08,28,0.075693
2019,08,28,0.213129
2019,08,28,0.102208
2019,08,28,0.045357
